id,question,route_type,gold_manual,product_or_policy,intent_type,image_need,teacher_image_ids,image_prefixes,inference_source,confidence,retrieval_strategy,image_strategy,teacher_answer
370,"""How can you use auto defrost of a over-the-range microwave?""",manual_qa,Manual24,微波炉 / Over-the-range Microwave,installation,yes_teacher,"Manual24_32, Manual24_33",Manual24,teacher_image_manual,high,锁定 Manual24；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""AUTO DEFROST Your microwave oven is preset with three defrost sequences.Using AUTO DEFROST is the best way to defrost frozen foods. The Auto Defrost Chart on pages 19-20 provides some basic guidelines for using the three defrost sequences. <PIC> Example: To defrost 1.2 Ibs. of ground beef. <PIC> NOTE: When you touch the START pad,the display changes to defrost time countdown.The oven will beep during the DEFROST cycle.Atthistime,open the door and turn, separate,or rearrange the food. Remove any portions that have thawed. Return frozen portions to the oven and touch START to resume the defrost cycle"", [""Manual24_32"", ""Manual24_33""]"
371,"""How can you clean the grease filter of a over-the-range microwave?""",manual_qa,Manual24,微波炉 / Over-the-range Microwave,cleaning,yes_teacher,"Manual24_47, Manual24_48, Manual24_49",Manual24,teacher_image_manual,high,锁定 Manual24；检索 cleaning 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""CLEANING THE GREASE FILTER The grease filter should be removed and cleaned often, at least once a month. 1.To remove grease filter,slide filter totheside.Pull filter downward and pushto the other side.Thefilter will dropout. <PIC> 2.Wash in dishwasher or soak grease filter in hot water and a mild detergent.Rinse well and shake to dry.Do not use ammonia or place in a dishwasher.The aluminum filter will darken. <PIC> 3. To reinstall the filter, slide it into the side slot, then push up and toward oven center to lock <PIC>"", [""Manual24_47"", ""Manual24_48"", ""Manual24_49""]"
372,"""How can you replace the charcoal filter of a over-the-range microwave? """,manual_qa,Manual24,微波炉 / Over-the-range Microwave,cleaning,yes_teacher,"Manual24_50, Manual24_51, Manual24_52, Manual24_53",Manual24,teacher_image_manual,high,锁定 Manual24；检索 cleaning 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""CHARCOAL FILTER REPLACEMENT If your oven is vented inside, the charcoal filter should be replaced every 6 to 12 months,and more often if nec essary.The charcoal filter cannot be cleaned. 1. Unplug the oven or turn off power at the main power supply. 2. Remove the two vent grill mounting screws. (2 middle screws) <PIC> 3. Tip the grill forward, then lift itout. 4.Remove old filter. <PIC> 5.Slidea new charcoal filter intoplace.The filter should rest at the angle shown. <PIC> 6.Slide the bottom of the grill intoplace.Push the top until it snaps into place.Replace the mounting screws. Turn the power back on at the main power supply and set the clock. COOK TOP LIGHTREPLACEMENT 1. Unplug the oven or turn off power at the main power supply. <PIC> 2.Remove the bulb cover and mounting screws. 3. Replace bulb(s) with 30 or 40 watt appliance bulb(s) 4.Replace bulb cover and mounting screws. 5. Turn the power back on at the main power supply or plugin the oven."", [""Manual24_50"", ""Manual24_51"", ""Manual24_52"", ""Manual24_53""]"
373,"""How can you replace the oven light of a over-the-range microwave? """,manual_qa,Manual24,微波炉 / Over-the-range Microwave,installation,yes_teacher,"Manual24_54, Manual24_55, Manual24_56",Manual24,teacher_image_manual,high,锁定 Manual24；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""OVEN LIGHT REPLACEMENT 1. Unplug oven or turn off power at the main power sup ply. 2. Remove the vent cover mounting screws. (2 middle screws) 3. Tip the cover forward, then lift out to remove. <PIC> 4. Remove bulb holder <PIC> 5. Lift up the bulb holder <PIC> 6.Replace bulb with a 30 or 40 watt appliance bulb. 7.Replace the bulb holder. 8. Slide the bottom of the vent cover into place. Push the top until it snaps into place.Replacethe mounting screws.Turn the power back on at the main power supply or plugin the oven."", [""Manual24_54"", ""Manual24_55"", ""Manual24_56""]"
374,"""How can you set the PCI Express 3.0 x16 slots of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,indicator_light,yes_teacher,Manual25_31,Manual25,teacher_image_manual,high,锁定 Manual25；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""1.5.4 PCI Express ${\\bf3.0\\,x16}$ slots This motherboard has three PCI Express $3.0\\,\\mathsf{x}16$ slot that supports PCI Express 3.0 x16 graphic cards complying with the PCI Express specifications. <PIC> \u2022 In single VGA card mode, use the PCIe $3.0\ imes16_{-}1$ slot (gray) for a PCI Express x16 graphics card to get better performance. \u2022 We recommend that you provide sufficient power when running some modes. See page 1-22 for details. \u2022 Connect a chassis fan to the motherboard connector labeled CHA_FAN1/2/3 when using multiple graphics cards for better thermal environment."", [""Manual25_31""]"
375,"""How can you set the jumpers of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,charging_power,yes_teacher,"Manual25_33, Manual25_34",Manual25,teacher_image_manual,high,锁定 Manual25；检索 charging_power 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To set the motherboard jumpers, first shut down the computer and unplug the power cord. For the Clear RTC RAM (2-pin CLRTC) header, use a metal object such as a screwdriver to short the two pins, then plug in the power cord, turn on the computer, hold <Del> during boot, and re-enter BIOS setup data. If this does not clear the CMOS, remove the onboard battery and short the pins again, then reinstall the battery. For the CPU Over Voltage jumper (3-pin CPU_OV), insert the jumper on pins 2-3 for a higher CPU voltage setting, or pins 1-2 to return to the default CPU voltage setting. <PIC> <PIC>"", [""Manual25_33"", ""Manual25_34""]"
376,"""How can you set the rear panel connectors of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,installation,yes_teacher,"Manual25_35, Manual25_36, Manual25_37, Manual25_38",Manual25,teacher_image_manual,high,锁定 Manual25；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""The rear panel connectors include the PS/2 mouse/keyboard combo port, DisplayPort, VGA port, LAN (RJ-45) port, center/subwoofer, rear speaker out, line-in, line-out, microphone, optical S/PDIF out, USB 3.1 Type-A, USB 3.1 Type-C and other rear I/O ports shown in the rear panel diagram. Use the port functions and LAN/audio indication diagrams in the manual to connect the correct device or cable. <PIC> <PIC> <PIC> <PIC>"", [""Manual25_35"", ""Manual25_36"", ""Manual25_37"", ""Manual25_38""]"
377,"""How can you set the onboard LED of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,indicator_light,yes_teacher,"Manual25_54, Manual25_55, Manual25_56, Manual25_57, Manual25_58",Manual25,teacher_image_manual,high,锁定 Manual25；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""For onboard LEDs, the standby power LED lights up to indicate that the system is on, in sleep mode, or in soft-off mode; it reminds you to shut down and unplug the power cable before removing or installing motherboard components. The model name LEDs are five LEDs under the printed model name and can be turned off or adjusted from BIOS or the LED Control app in Ai Suite 3. The SupremeFX LED provides lighting effects around the audio section and can also be controlled from BIOS or Ai Suite 3. <PIC> <PIC> <PIC> <PIC> <PIC>"", [""Manual25_54"", ""Manual25_55"", ""Manual25_56"", ""Manual25_57"", ""Manual25_58""]"
378,"""How can you update the BIOS file of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,installation,yes_teacher,"Manual25_60, Manual25_61",Manual25,teacher_image_manual,high,锁定 Manual25；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To update the motherboard BIOS file, first save a copy of the original BIOS to a USB flash disk for recovery. You can use EZ Update in AI Suite 3 to automatically update motherboard software, drivers and BIOS, or manually update a saved BIOS file. You can also use EZ Flash 3 from BIOS Advanced Mode > Tool > EZ Flash 3 Utility without an OS-based utility. Load optimized defaults for stability, then update via USB by selecting the USB drive and BIOS file, or via Internet by selecting the connection method and following the on-screen instructions. Do not shut down or reset the system during the BIOS update. <PIC> <PIC>"", [""Manual25_60"", ""Manual25_61""]"
379,"""How can you create RAID of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,installation,yes_teacher,"Manual25_72, Manual25_73, Manual25_74, Manual25_75",Manual25,teacher_image_manual,high,锁定 Manual25；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To create RAID, open the EZ Tuning Wizard by pressing <F11> from the BIOS screen or clicking it in BIOS. Click RAID and then Yes to enable RAID. Make sure the HDDs have no existing RAID volumes and are connected to the Intel SATA connectors. When the available HDDs are displayed, click Next, choose the RAID storage type such as Easy Backup or Super Speed, then select the specific RAID option, confirm with Yes, and after setup finishes, click Yes/OK to exit and reset the system. <PIC> <PIC> <PIC> <PIC>"", [""Manual25_72"", ""Manual25_73"", ""Manual25_74"", ""Manual25_75""]"
380,"""How can you use SATA ODD & USB devices to install an operating system for a motherboard?""",manual_qa,Manual25,主板 / Motherboard,installation,yes_teacher,"Manual25_87, Manual25_88",Manual25,teacher_image_manual,high,锁定 Manual25；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Method 1: Using SATA ODD & USB devices Load USB 3.0 drivers using the support DVD and install OS 7 using a USB device.
Requirement: \u2022 1 x support DVD \u2022 1 x OS 7 installation source \u2022 1 x SATA ODD \u2022 1 x USB device (ODD or storage) The USB storage device requires 8 GB or more capacity. It is recommended to format the storage device before use. 1. Insert the OS 7 installation DVD into a USB ODD, or copy all files on the OS 7 installation DVD to a USB storage device on a working system. 2. Connect the USB ODD or USB storage device to your 100 series platform. 3. Insert the support DVD into a SATA ODD on your 100 series platform. 4. Power on your system and press F8 during POST (Power-On Self Test) to enter the boot screen. <PIC> 6. The USB 3.0 driver will be loaded automatically during installation startup. <PIC> The \u201cSetup is starting...\u201d screen will show up if the USB 3.0 driver is loaded correctly. 7. Follow the onscreen instructions to complete the OS 7 installation."", [""Manual25_87"", ""Manual25_88""]"
381,"""How can you secure the motherboard to the chassis?""",manual_qa,Manual25,主板 / Motherboard,installation,yes_teacher,Manual25_6,Manual25,teacher_image_manual,high,锁定 Manual25；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To secure the motherboard to the chassis, first confirm that the chassis supports the motherboard and place the board in the correct orientation, with the edge containing the external ports facing the rear of the chassis. Then place nine screws into the holes indicated by circles in the manual diagram to secure the motherboard. Do not overtighten the screws, because overtightening can damage the motherboard. <PIC>"", [""Manual25_6""]"
382,"""How can you prepare the installation of Central Processing Unit (CPU) for a motherboard?""",manual_qa,Manual25,主板 / Motherboard,installation,yes_teacher,"Manual25_9, Manual25_10, Manual25_11, Manual25_12",Manual25,teacher_image_manual,high,锁定 Manual25；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Before installing the CPU, unplug all power cables and confirm the motherboard uses the LGA1151 socket for the correct 6th Generation processor. Make sure the PnP cap is present and that the socket contacts are not bent. Install only a CPU designed for LGA1151, not LGA1150, LGA1155 or LGA1156. During installation, use the CPU installation tool correctly, keep the CPU orientation correct, and ensure the CPU is firmly clicked into place before placing it onto the CPU socket. Keep the cap after installation for possible RMA service. <PIC> <PIC> <PIC> <PIC>"", [""Manual25_9"", ""Manual25_10"", ""Manual25_11"", ""Manual25_12""]"
383,"""How do you know about system memory of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,safety,yes_teacher,Manual25_19,Manual25,teacher_image_manual,high,锁定 Manual25；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Recommended memory configurations <PIC> \u2022 You may install varying memory sizes in Channel A and Channel B. The system maps the total size of the lower-sized channel for the dual-channel configuration. Any excess memory from the higher-sized channel is then mapped for single-channel operation. \u2022 DIMM voltage below 1.65V is recommended to protect the CPU. \u2022 Due to the memory address limitation on 32-bit , when you install 4GB or more memory on the motherboard, the actual usable memory for the OS can be about 3GB or less. For effective use of memory, we recommend that you do any of the following: - Use a maximum of 3 GB system memory if you are using a 32-bit . - Install a 64-bit if you want to install 4GB or more on the motherboard. \u2022 The default memory operation frequency is dependent on its Serial Presence Detect (SPD), which is the standard way of accessing information from a memory module. Under the default state, some memory modules for overclocking may operate at a lower frequency than the vendor-marked value. To operate at the vendor-marked or at a higher frequency, refer to section 2.5 Ai Tweaker menu for manual memory frequency adjustment. \u2022 Always install the DIMMS with the same CAS Latency. For an optimum compatibility, we recommend that you install memory modules of the same version or data code (D/C) from the same vendor. Check with the vendor to get the correct memory modules. \u2022 We highly recommend to use 4-DIMM/2-DIMM kit for full DIMM configuration. Full DIMM support is subject to the physical characteristics of individual CPUs or Memory. \u2022 For system stability, use a more efficient memory cooling system to support a full memory load (4 DIMMs) or overclocking condition."", [""Manual25_19""]"
384,"""How do you know about Serial port connector (10-1 pin COM) of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,installation,yes_teacher,Manual25_39,Manual25,teacher_image_manual,high,锁定 Manual25；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""1. Serial port connector (10-1 pin COM) This connector is for a serial (COM) port. Connect the serial port module cable to this connector, then install the module to a slot opening at the back of the system chassis. <PIC> Serial port (COM) connector The COM module is purchased separately."", [""Manual25_39""]"
385,"""How do you know about TPM connector (14-1 pin TPM) for a motherboard?""",manual_qa,Manual25,主板 / Motherboard,safety,yes_teacher,Manual25_40,Manual25,teacher_image_manual,high,锁定 Manual25；检索 safety 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""2. TPM connector (14-1 pin TPM) This connector supports a Trusted Platform Module (TPM) system, which securely store keys, digital certificates, passwords and data. A TPM system also helps enhance the network security, protects digital identities, and ensures platform integrity. <PIC> TPM connector"", [""Manual25_40""]"
386,"""How do you know about Thermal sensor connector (2-pin T_SENSOR) of a motherboard?""",manual_qa,Manual25,主板 / Motherboard,installation,yes_teacher,Manual25_43,Manual25,teacher_image_manual,high,锁定 Manual25；检索 installation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""The Thermal sensor connector (2-pin T_SENSOR) is used for the thermistor cable. It allows you to monitor the temperature of the motherboard’s critical components and connected devices. Connect the appropriate thermal sensor cable to this header if you need temperature monitoring through the motherboard. <PIC>"", [""Manual25_43""]"
387,"""How can you set quick release for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,setting_configuration,yes_teacher,"use_pressure_cooker_and_air_fryer_01, use_pressure_cooker_and_air_fryer_02",use_pressure_cooker_and_air_fryer,teacher_image_alias,high,锁定 Manual30；检索 setting_configuration 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Quick Release (QR/QPR) is used when you want to stop cooking quickly and prevent overcooking, such as with quick-cooking vegetables or delicate seafood. Press the quick release button down until it clicks and locks into the Vent position. Steam will eject from the top of the steam release valve, so keep hands and face away from the steam outlet. When pressure has fully released, the float valve drops into the lid; only then should you open the cooker. <PIC> <PIC>"", [""multi-use_pressure_cooker_and_air_fryer_01"", ""multi-use_pressure_cooker_and_air_fryer_02""]"
388,"""How can you set pressure cooking lid for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,setting_configuration,yes_teacher,"Manual30_11, Manual30_12, Manual30_13, use_pressure_cooker_and_air_fryer_03, use_pressure_cooker_and_air_fryer_04","Manual30, use_pressure_cooker_and_air_fryer",teacher_image_manual,high,锁定 Manual30；检索 setting_configuration 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Pressure cooking lid <PIC> Removing the lid 01 Grip the lid handle and turn it counterclockwise to align the symbol on the lid with the symbol on the rim of the cooker base. 02 Lift the lid up and off the cooker base towards your body <PIC> Closing the lid 01 Align the symbol on the lid with the symbol on the cooker base, then lower the lid onto the track. 02 Turn the lid clockwise until the symbol on the lid aligns with the symbol on the cooker base. <PIC> Pressure control features Pressure cooking lid Pressure Cook \u2022 Saut\u00e9 \u2022 Slow Cook \u2022 Steam \u2022 Sous Vide <PIC>Air fryer lid Air Fry \u2022 Roast \u2022 Bake \u2022 Grill \u2022 Dehydrate <PIC>Tip: A jingle sounds when the lids are in the correct position, and the display indicates OFF."", [""Manual30_11"", ""Manual30_12"", ""Manual30_13"", ""multi-use_pressure_cooker_and_air_fryer_03"", ""multi-use_pressure_cooker_and_air_fryer_04""]"
389,"""How can you set float valve for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,"Manual30_17, Manual30_18",Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Float Valve The float valve is a visual indication of whether there is pressure in the cooker (pressurized)or not(de pressurized). It appears in 2 positions: Pressurized The float valve has visibly popped up above the surface of the lid. <PIC> De pressurized The float valve has descended, and the top is flush with the lid. <PIC> The float valve and silicone cap work together to seal in pressurized steam. These parts must be installed before use. Do not attempt to operate the Multi-use pressure cooker and air fryer without the float valve properly installed. Do not touch the float valve during use. DANGER DO NOT attempt to remove the lid while the float valve is up and NEVER attempt to force the lid open.Contents are under extreme pressure.Float valve must be downbefore attempting toremove the lid.Failure to follow these instructions may result in serious personal injury and/or property damage"", [""Manual30_17"", ""Manual30_18""]"
390,"""What do you know about anti-block shield for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,operation,yes_teacher,Manual30_19,Manual30,teacher_image_manual,high,锁定 Manual30；检索 operation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Anti-block shield The anti-block shield prevents food particles from coming up through the steam release pipe, assisting with pressure regulation. The anti-block shield is integral toproduct safety and necessary for pressure cooking. <PIC>"", [""Manual30_19""]"
391,"""How can you set steam release valve for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,"Manual30_15, Manual30_32, Manual30_33",Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Steam release valve The steam release valve sits loosely on the steam release pipe. When the cooker releases pressure, steam ejects from the top of the steam release valve The steam release valve is integral to product safety and necessary for pressure cooking. <PIC> A WARNING Do not cover or block the steam release valve in any way. Remove the steam release valve Pull the steam release valve up and off the steam release pipe. The steam release valve must be installed before using the cooker. <PIC> Install the steam release valve Place the steam release valve on the steam release pipe and press down firmly The steam release valves its loosely on the steam release pipe when installed properly but should remain in place when the lid is turned over. <PIC>"", [""Manual30_15"", ""Manual30_32"", ""Manual30_33""]"
392,"""How can you set anti-block shield for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,"Manual30_34, Manual30_35",Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Anti-block shield Remove the anti-block shield Grip the lid like a steering wheel and use your thumbs to press firmly against the side of the anti-block shield (pressing towards the side of the lid and up) until it pops off the prongs underneath. <PIC> Install the anti-block shield Place the anti-block shield over the prongs and press down until it snaps into position Donot attemptto operate the pressure cooker withoutthe anti-block shield installed. <PIC>"", [""Manual30_34"", ""Manual30_35""]"
393,"""How can you set silicone cap and float valve for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,"Manual30_36, Manual30_37",Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Float valve and silicone cap Remove the float valve from the lid Place one finger on the flat top of float valve,thenturn thelidover.Detachthe silicone cap from the bottom side of the floatvalve. Remove the float valve from the top of the lid. Do not discard the float valve or silicone cap. <PIC> Install the floatvalve Drop the narrow end of the floatvalve into the float valve hole on the top of the lid. Place one finger on the flat top of the float valve,thenturn thelid over.Firmly attach the silicone cap to the bottom of the floatvalve. Do not attempt to operate the pressure cooker without the float valve and/or silicone cap properly installed in the pressure cooking lid <PIC> Bottom"", [""Manual30_36"", ""Manual30_37""]"
394,"""How can you Install the condensation collector for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,Manual30_38,Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Condensation collector The condensation collectors its at the back of the cooker base and catches any overflow from the condensation rim. It should be installed before cooking, then emptied and rinsed out after each use. Remove the condensation collector Pull the condensation collector away from the cooker base; do not pull down. Note the tabs on the cooker base and the grooves on the condensation collector. Install the condensation collector Align the grooves on the condensation collector over the tabs on the back of the cooker base and slide the condensation collector into place. <PIC>"", [""Manual30_38""]"
395,"""How can you install the sealing ring for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,"Manual30_16, Manual30_31",Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tight seal between thelid and the inner pot. The sealing ring must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time Tip:Silicone is porous, so it absorbs strong aromas and certain flavors. Keep extra sealing rings on hand to limit the transfer of aromas and flavors between dishes. <PIC> CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT use a stretched or damaged sealing ring. \u00b7 Always check for cuts, deformation and correct installation of the sealing ring before cooking. \u00b7 Sealing rings stretch over time with normal use. The sealing ring should be replaced every 12-18 months or sooner if you notice stretching, deformation ordamage. Failure to follow these instructions may cause food to discharge, which may lead to personal injury or property damage. Install the sealing ring Place the sealing ring over the sealing ring rack and press itinto place.Press down firmly to prevent puckering. When installed properly, the sealing ring is snug behind sealing ring rack and should not fall out when the lid is turned over. <PIC>"", [""Manual30_16"", ""Manual30_31""]"
396,"""How can you remove silicone sealing ring for a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,Manual30_30,Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""To remove the silicone sealing ring, grip the edge of the silicone and pull the ring out from behind the circular stainless-steel sealing-ring rack. After removing it, inspect the steel rack and make sure it is centered, secure, and even in height all the way around the lid. Do not attempt to repair a deformed sealing-ring rack yourself. The sealing ring is easiest to remove and reinstall when it is wet and soapy. <PIC>"", [""Manual30_30""]"
397,"""What do you know about sealing ring of a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,Manual30_16,Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tight seal between thelid and the inner pot. The sealing ring must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time Tip:Silicone is porous, so it absorbs strong aromas and certain flavors. Keep extra sealing rings on hand to limit the transfer of aromas and flavors between dishes. <PIC> CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT use a stretched or damaged sealing ring. \u00b7 Always check for cuts, deformation and correct installation of the sealing ring before cooking. \u00b7 Sealing rings stretch over time with normal use. The sealing ring should be replaced every 12-18 months or sooner if you notice stretching, deformation ordamage. Failure to follow these instructions may cause food to discharge, which may lead to personal injury or property damage."", [""Manual30_16""]"
398,"""What do you know about steam release valve of a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,indicator_light,yes_teacher,"Manual30_15, Manual30_32, Manual30_33",Manual30,teacher_image_manual,high,锁定 Manual30；检索 indicator_light 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""Steam release valve The steam release valve sits loosely on the steam release pipe. When the cooker releases pressure, steam ejects from the top of the steam release valve The steam release valve is integral to product safety and necessary for pressure cooking. <PIC> A WARNING Do not cover or block the steam release valve in any way. Remove the steam release valve Pull the steam release valve up and off the steam release pipe. The steam release valve must be installed before using the cooker. <PIC> Install the steam release valve Place the steam release valve on the steam release pipe and press down firmly The steam release valves its loosely on the steam release pipe when installed properly but should remain in place when the lid is turned over. <PIC>"", [""Manual30_15"", ""Manual30_32"", ""Manual30_33""]"
399,"""What do you know about quick release button of a multi-use pressure cooker and air fryer?""",manual_qa,Manual30,压力锅空气炸锅一体机 / Multi-use Pressure Cooker & Air Fryer,operation,yes_teacher,Manual30_14,Manual30,teacher_image_manual,high,锁定 Manual30；检索 operation 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""The quick release button controls the steam release valve, which determines whether pressure is released. The lid says “Turn to Seal,” but the manual describes the motion as more like a flick: do not turn the button more than about 1/4 turn, or 45 degrees, and let it spring back to its original position. For safe depressurization, follow the manual’s venting-method instructions before opening the cooker. <PIC>"", [""Manual30_14""]"
400,"""What can you know about natural release(NRorNPR) of a multi-use pressure cooker and air fryer?""",manual_qa,Manual08,空气炸锅 / Air Fryer,operation,optional,,,product_keyword,medium,锁定 Manual08；优先检索 operation 章节；不强制配图,通常不强制配图；步骤图非常直接时可带,"""Natural Release (NR/NPR) means letting the pressure decrease naturally as the cooker cools down, without pressing the quick release button. It is suitable for soups, stews, beans, starchy foods or foods with a lot of liquid because it reduces splashing and uses residual heat to continue cooking. Wait until the float valve drops naturally and confirm that there is no pressure inside before opening the lid."""
401,"""What is the robot anatomy of the vacuum?""",manual_qa,Manual32,扫地机器人 / Vacuum Robot,maintenance,yes_teacher,Manual32_0,Manual32,teacher_image_manual,high,锁定 Manual32；检索 maintenance 章节；图片只从证据 chunk 附近选择,以 teacher_image_ids 作为A榜弱标签；B榜只允许同 manual、同章节附近图片,"""The vacuum robot anatomy is shown in the overview diagram. It identifies the main parts of the robot body so you can recognize the sensors, buttons, bumper, wheels, brush area and charging contacts before use or maintenance. <PIC>"", [""Manual32_0""]"
