id,ret
347,"""Before starting, scan for people, objects and other watercraft and take early action to avoid collisions. <PIC> In shallow water, do not start the engine in less than 60 cm (2 ft) of water; move the watercraft to deeper water, board from the side or rear, attach the engine shut-off cord to your left wrist, install the clip, grip the handlebars, place both feet in the footwell, start the engine and start off. <PIC> From a dock, board from the side, attach the cord and clip, push away from the dock, grip the handlebars, place both feet in the footwell, start the engine and start off. <PIC>"", [""Manual20_87"", ""Manual20_88"", ""Manual20_89""]"
348,"""To board with a passenger, the operator boards first and sits astride the seat, then attaches the engine shut-off cord and installs the clip. <PIC> Have the passenger move to the rear of the watercraft, get on board and sit on the seat while both people balance the watercraft. <PIC> Before starting off, make sure the passenger has both feet in the footwell and is holding on to the operator, then start the engine, look in all directions and accelerate to planing speed. <PIC>"", [""Manual20_90"", ""Manual20_91"", ""Manual20_92""]"
349,"""If it is difficult to balance the jetski at a standstill, use the passenger-boarding procedure carefully and keep within the maximum load. First, the passenger steadies the watercraft while the operator boards and balances it. <PIC> The operator attaches the engine shut-off cord, starts the engine, and keeps it at idle while the passenger climbs onto the platform and kneels. <PIC> As the watercraft accelerates, the passenger crawls onto the seat; the operator then accelerates to planing speed and reduces throttle to the desired running speed. <PIC> Do not exceed 160 kg (353 lb), including cargo, operator and passenger."", [""jetski_06"", ""jetski_07"", ""jetski_08""]"
350,"""The maximum load is 160 kg (353 lb), including the total weight of cargo, the operator and the passenger. <PIC> The watercraft is designed to carry the operator and one passenger only; do not allow more than 2 persons to ride at one time."", [""Manual20_15""]"
351,"""The base station overview shows the paging/handset-finder key, which can also be held to enter registration mode, and the base speaker. <PIC> On the XL495 base station it also shows the answering-machine controls, including on/off, delete, volume down/up, skip backward/forward, play/stop, and related indicators. <PIC>"", [""Manual22_18"", ""Manual22_19""]"
352,"""Connecting the base station. Use only the supplied power adapter and confirm that the power supply voltage matches the voltage printed on the phone. Connect the power adapter to the DC input jack on the bottom of the base station and to the wall power socket. Connect the line cord to the telephone socket on the bottom of the base station and to the telephone wall socket. If DSL high-speed internet uses the same telephone line, install a DSL filter between the telephone line cord and the power socket to prevent noise and caller-ID problems. <PIC>"", [""Manual22_22""]"
353,"""To install the landline handset, remove the battery tape from the battery door because the batteries are already pre-installed. Then place the handset on the base/charger and charge the batteries for 8 hours before first use. It is normal if the handset becomes warm while charging. Use only the supplied batteries, keep them away from heat, sunlight and fire, and check battery polarity if you ever insert batteries manually. <PIC>"", [""Manual22_23""]"
354,"""Checking handset battery level. Look at the battery icon on the handset display: it indicates the current battery level/status. <PIC> During charging, the battery icon/animation shows the charging state; if the batteries are empty, the handset turns off. During a call, warning tones mean the batteries are almost empty and the call may be disconnected after the warning, so place the handset on the base/charger to recharge. <PIC>"", [""Manual22_28"", ""Manual22_29""]"
355,"If the handset is in searching status, first make sure that the base station has power. Then register the handset to the base station and move the handset closer to the base. If the handset loses connection or the sound is distorted during calls, also check whether ECO+ mode is activated; turning ECO+ off can increase handset range and improve call conditions."
356,"""Landline LED indicator behavior. Compare the base-station LED light pattern with the LED status table in the manual. The table identifies base states such as normal standby/operation, paging or handset registration/search, and answering-machine or message-related activity. <PIC> If the behavior is abnormal, first confirm power, handset registration, and distance/range from the base station."", [""Manual22_40""]"
357,"""Base-station LED status. Use the LED-behavior table for the base station to match the current light pattern to its status, such as standby, handset search/registration, or answering-machine/message status. <PIC> If the handset is searching or the base status does not look normal, check that the base has power, that the handset is registered, and that it is within range."", [""Manual22_46""]"
358,"""Lower the roll bar only when absolutely necessary. <PIC> Remove the hairpin cotters and the 2 pins, lower the roll bar to the down position, then reinstall the 2 pins and secure them with the hairpin cotters. <PIC> Do not wear the seat belt when the roll bar is in the down position, and raise the roll bar again as soon as clearance permits."", [""Manual23_32"", ""Manual23_33""]"
359,"""Machines with Suspension System Only The suspension system adjusts to provide a smooth and comfortable ride. You can adjust the rear 2-shock assemblies to quickly and easily change the suspension system. Position the suspension system where you are most comfortable. The slots for the rear-shock assemblies have detent positions for reference. You can position the rear-shock assemblies anywhere in the slot, not just in the detent positions. The following graphic shows the position for a soft or firm ride and the different detent positions ( Figure 13 ). <PIC> 1. Firmest position 3. Detents in the slots 2. Softest position Note: Ensure that the left and right rear-shock assemblies are always adjusted to the same positions. Adjust the rear-shock assemblies ( Figure 14 ). <PIC> 1. Seat-suspension knob"", [""Manual23_37"", ""Manual23_38""]"
360,"""Adjusting height of cut on machines with an electric deck lift. Push up on the deck-lift switch to raise the deck, or push down on the switch to lower the deck. <PIC> Select a hole in the height-of-cut bracket corresponding to the desired cutting height and insert the height-of-cut pin. <PIC> After setting the pin, push down on the deck-lift switch to lower the deck to the selected height. Do not use the deck-lift-pedal transport-lock procedure for this electric-deck-lift question."", [""Manual23_55"", ""Manual23_56""]"
361,"""To load the mower onto a trailer or truck, use extreme caution and use one full-width ramp that is wider than the machine; do not use individual dual ramps. <PIC> Park the trailer on level ground, keep the ramp angle under 15°, keep the roll bar raised and locked, and back the machine up the ramp when loading. <PIC> Drive slowly, keep the machine straight on the ramp, avoid sudden acceleration or turning, and secure the machine to the trailer with straps, chains, cable, or ropes after loading. <PIC>"", [""Manual23_63"", ""Manual23_64"", ""Manual23_65""]"
362,"""To unload the mower, use the same full-width ramp and keep the trailer or truck on level ground. <PIC> Do not use narrow individual ramps. <PIC> Keep the machine straight, avoid sudden speed or steering changes, and drive forward down the ramp when unloading so the heavy end remains uphill as instructed by the ramp warning. <PIC> Keep bystanders away and maintain control until the machine is completely off the ramp."", [""Manual23_63"", ""Manual23_64"", ""Manual23_65""]"
363,"""Changing engine oil. First identify which engine is installed on the mower and use the matching engine section. <PIC> <PIC> Start the engine and let it run for about 5 minutes so the oil warms and drains better; then park on a level surface, disengage PTO, engage the parking brake, shut off the engine, remove the key and wait for all moving parts to stop. <PIC> Drain the used oil into a drain pan and dispose of it at a recycling center. <PIC> If changing the oil filter, remove the old filter after draining the oil and install the new one as shown. <PIC> Slowly pour about 80% of the specified oil into the filler tube, check the dipstick, and add oil until it reaches the Full mark without overfilling. <PIC>"", [""Manual23_70"", ""Manual23_75"", ""Manual23_76"", ""Manual23_77"", ""Manual23_87"", ""Manual23_88""]"
364,"""To remove the air-cleaner filters, park the mower on a level surface, disengage the blade-control switch (PTO), engage the parking brake, shut off the engine, remove the key, and wait for all moving parts to stop. <PIC> Release the latches on the air-cleaner cover, remove the cover, and remove the filter elements carefully so dirt does not fall into the engine intake. <PIC> Depending on the engine, remove and inspect the foam pre-cleaner and paper element or the primary filter element; clean or replace them only as specified before reinstalling."", [""Manual23_72"", ""Manual23_83""]"
365,"""To replace the mower belt, park on a level surface, disengage the blade-control switch (PTO), engage the parking brake, shut off the engine, remove the key, and wait for all moving parts to stop. <PIC> Lower the mower to the 76 mm (3 inch) height of cut, remove the belt covers, use a 3/8-inch ratchet in the square hole in the idler arm to relieve tension on the idler spring, then remove the belt from the mower-deck pulleys and clutch pulley. <PIC> Remove the belt guide on the spring-loaded idler arm, remove the worn belt, route the new belt around the mower pulleys and clutch pulley under the engine as shown, reinstall the belt guide and idler spring, make sure the spring ends are seated in the anchor grooves, and reinstall the belt covers. <PIC>"", [""Manual23_99"", ""Manual23_100"", ""Manual23_101""]"
366,"""Microwave control panel. The control panel includes the display and the cooking/control pads shown in the manual. <PIC> 1 Display: shows the clock, time of day, cooking-time settings and selected cooking functions. 2 Popcorn, 3 Potato, 4 Pizza, 5 Cook, 6 Reheat and 7 Vegetable are sensor pads; the oven sensor adjusts cooking time from detected humidity depending on the food. 8 Favorite Recipe recalls one cooking instruction previously stored in memory. 9 EasyCook starts cooking quickly at 100% power. 10 Auto Defrost selects meat, poultry or fish and defrosts by weight. 11 Time Defrost defrosts most other frozen foods. 12 Quick Defrost provides quick defrosting for 1.0 lb of frozen food. <PIC> The remaining control pads include Power Level, the number pads, Kitchen Timer, Clock, Light Timer, Stop/Clear, Easy Minute/Start-type quick controls, Turntable On/Off, Vent Fan controls and Cooktop/Countertop Light controls. Use Stop/Clear to clear entries or stop a program, and follow the specific pad instructions for each setting. <PIC>"", [""Manual24_5"", ""Manual24_9"", ""Manual24_10""]"
367,"""To set the Light Timer, use the Light Timer pad to set the low cooktop light to turn on and off automatically at the same time every day until reset. <PIC> Enter the desired ON time, select AM or PM, then enter the desired OFF time and select AM or PM, following the display prompts. <PIC> To reset the on/off time, repeat the setting steps; to cancel the Light Timer, use the cancel sequence shown in the manual. If you only want to cancel the Light Timer while it is operating, touch the Light HI/LO/Off pad."", [""Manual24_11"", ""Manual24_12""]"
368,"""Favorite Recipe. Favorite Recipe lets you recall one cooking instruction previously placed in memory and begin cooking quickly. To program a favorite recipe, enter the cooking instruction such as cooking for 2 minutes, then store it under Favorite Recipe as shown in the manual. <PIC> To recall the custom recipe, press Favorite Recipe and start the stored program. When the cook time is over, the oven gives four beeps and END is displayed. NOTE: the power level defaults to High, but this setting is modifiable. <PIC>"", [""Manual24_16"", ""Manual24_17""]"
369,"""NOTE: ·Before baking,pierce potato withfork several times. ·After baking,let stand for 5 minutes. COOK (SENSOR) COoK lets you heat common microwave-prepared foods without needing to program times and Power Levels. COOK has preset power for 3 food categories: Frozen Entree, Casserole and Rice. Example: To cook rice. <PIC> ·When the cook time is over, you will hear four beeps and ENDwill display. ·Recommended amounts: <PIC> NOTE: Use only long grain rice with sensor cook program. See page 27 to cook other types of rice REHEAT(SENSOR) Reheat lets you heat foods without needing to program times and Power Levels. Reheat has preset Power Levels for 3 categories: Casserole,Dinner Plate and Soup/Sauce <PIC> Example: To reheat Casserole ·When the cook time is over, you will hear four beeps and ENDwill display. ·Recommended amounts:"", [""Manual24_29"", ""Manual24_30"", ""Manual24_31""]"
370,"""Auto Defrost. Press Auto Defrost, choose the food type sequence for meat, poultry or fish, enter the food weight in pounds and tenths of a pound, then press Start. <PIC> The display changes to the defrost-time countdown. <PIC> When the oven beeps during DEFROST, open the door and turn, separate or rearrange the food. <PIC> Remove thawed portions, return frozen portions to the oven, and press Start to resume. <PIC> Use Auto Defrost only for raw food taken from a freezer, enter net food weight without the container, use a lower weight if partly thawed, and allow the standing time included in the program. <PIC>"", [""Manual24_32"", ""Manual24_33"", ""Manual24_34"", ""Manual24_35"", ""Manual24_36""]"
371,"""The grease filter should be removed and cleaned often, at least once a month. <PIC> To remove it, slide the filter to the side, pull it downward, and push it to the other side so it drops out. <PIC> Wash it in a dishwasher or soak it in hot water with mild detergent, rinse well, and shake it dry; do not use ammonia, and note that the aluminum filter may darken in a dishwasher. <PIC> To reinstall it, slide it into the side slot, then push up and toward the oven center to lock it. Do not operate the oven hood without the filter in place."", [""Manual24_47"", ""Manual24_48"", ""Manual24_49""]"
372,"""If the oven is vented inside, replace the charcoal filter every 6 to 12 months, or more often if necessary; the charcoal filter cannot be cleaned. <PIC> Unplug the oven or turn off power at the main supply, remove the two vent grille mounting screws, tip the grille forward and lift it out, remove the old filter, and slide the new charcoal filter into place at the angle shown. <PIC> Reinstall the grille by sliding the bottom into place, pushing the top until it snaps in, replacing the mounting screws, then restoring power and setting the clock. <PIC>"", [""Manual24_50"", ""Manual24_51"", ""Manual24_52""]"
373,"""To replace the oven light, unplug the oven or turn off power at the main power supply. <PIC> Remove the vent cover mounting screws, tip the cover forward, and lift it out. <PIC> Remove the bulb holder, lift up the bulb holder, replace the bulb with a 30 or 40 watt appliance bulb, then replace the bulb holder. <PIC> Slide the bottom of the vent cover back into place, push the top until it snaps into place, replace the mounting screws, and turn power back on or plug in the oven."", [""Manual24_54"", ""Manual24_55"", ""Manual24_56""]"
374,"""The motherboard provides PCI Express 3.0 x16 slots for PCI Express graphics cards. <PIC> Before adding or removing an expansion card, unplug the power cord. <PIC> Install the card by reading the card documentation, removing the chassis cover and the bracket opposite the slot, aligning the card connector with the slot, pressing firmly until the card is fully seated, securing it with the screw, and reinstalling the system cover. For better performance in single VGA-card mode, use the PCIe 3.0 x16_1 slot (gray). For multiple graphics cards, provide sufficient power and connect a chassis fan to CHA_FAN1/2/3 for a better thermal environment."", [""Manual25_31"", ""Manual25_32""]"
375,"""For jumper settings, turn OFF the computer and unplug the power cord before changing any jumper. <PIC> To clear RTC RAM (CLRTC), short the two pins with a metal object such as a screwdriver, then plug in the power cord, turn on the computer, hold <Del> during boot, and enter BIOS Setup to re-enter data. <PIC> If this does not clear CMOS, remove the onboard battery and short the pins again, then reinstall the battery. For the CPU Over Voltage jumper (CPU_OV), insert the jumper on pins 2-3 to gain more CPU voltage setting for overclocking, or return it to pins 1-2 for the default CPU voltage setting."", [""Manual25_33"", ""Manual25_34""]"
376,"""Rear panel connectors. Use the rear-panel connector overview to match each external device to the correct port. <PIC> The rear panel includes the PS/2 mouse/keyboard combo port, DisplayPort, VGA, LAN (RJ-45), audio jacks, optical S/PDIF out, USB 3.1 Type-A/Type-C, USB 3.0, DVI-D, HDMI and USB 2.0 ports. <PIC> Use the LAN LED indications and audio-jack configuration table to check network status and speaker/headphone/microphone connections for 2/4.1/5.1/7.1-channel setups. <PIC> Connect monitors, network cable, speakers, microphone, USB devices and other peripherals only to their corresponding ports; for best performance, connect USB 3.0 devices to USB 3.0 ports. <PIC>"", [""Manual25_35"", ""Manual25_36"", ""Manual25_37"", ""Manual25_38""]"
377,"""The onboard LEDs indicate motherboard power and lighting status. <PIC> The Standby Power LED (SB_PWR) lights when the system is ON, in sleep mode, or in soft-off mode, reminding you to shut down and unplug the power cable before installing or removing motherboard components. <PIC> The Model Name LEDs are located below the printed model name and can light in different modes. <PIC> The SupremeFX LED outlines the audio separation line and provides lighting effects. <PIC> You can enable or configure these LEDs through the motherboard LED/BIOS or utility settings described in the manual. <PIC>"", [""Manual25_54"", ""Manual25_55"", ""Manual25_56"", ""Manual25_57"", ""Manual25_58""]"
378,"""To update the BIOS file, first save a copy of the original motherboard BIOS file to a USB flash disk as a backup. <PIC> You can update in Windows with EZ Update from AI Suite 3, or use ASUS EZ Flash 3 in BIOS without an OS-based utility. <PIC> For EZ Flash 3, load the BIOS default settings first for system compatibility, enter BIOS Advanced Mode, open Tool > ASUS EZ Flash 3 Utility, choose the BIOS file from a USB drive or update by Internet, and follow the on-screen instructions. <PIC> Do not shut down or reset the system while updating the BIOS, because this can cause boot failure."", [""Manual25_60"", ""Manual25_61"", ""Manual25_85""]"
379,"""Creating RAID with EZ Tuning Wizard. Enter BIOS and launch EZ Tuning Wizard, then choose RAID. <PIC> <PIC> Make sure the hard disk drives are connected to Intel SATA connectors and that no existing RAID volumes are present on the selected drives, because creating RAID can erase data. <PIC> Select the drives to include, choose the storage type such as Easy Backup or Super Speed, and choose the RAID mode recommended by the wizard. <PIC> Confirm the RAID configuration, allow the system to restart if prompted, and complete setup only after the wizard applies the selected RAID settings. <PIC>"", [""Manual25_71"", ""Manual25_72"", ""Manual25_73"", ""Manual25_74"", ""Manual25_75""]"
380,"""Method 1: using SATA ODD and USB devices to install Windows 7. Prepare one support DVD, one Windows 7 installation source, one SATA ODD, and one USB ODD or USB storage device; the USB storage device should be 8 GB or larger and is recommended to be formatted first. Insert the Windows 7 installation DVD into a USB ODD, or copy all Windows 7 installation files to a USB storage device. Connect the USB ODD or USB storage device to the 100 series platform, insert the support DVD into a SATA ODD, power on the system, and press F8 during POST to enter the boot screen. <PIC> Select the USB ODD or USB storage device as the boot device and start Windows 7 setup. The USB 3.0 driver loads automatically during installation startup; the “Setup is starting...” screen confirms that the driver loaded correctly. Then follow the onscreen instructions to complete Windows 7 installation. <PIC>"", [""Manual25_87"", ""Manual25_88""]"
381,"""To secure the motherboard to the chassis, first check the chassis supports the motherboard form factor and identify the screw holes marked in the manual. <PIC> Place the motherboard into the chassis with the external ports aligned to the rear I/O opening, align the screw holes with the chassis standoffs, and install the nine screws in the indicated holes. Do not overtighten the screws, because overtightening can damage the motherboard."", [""Manual25_6""]"
382,"""CPU installation preparation. Before installing the CPU, unplug the motherboard and make sure the processor is compatible with the LGA1151 socket for 6th Generation processors. <PIC> <PIC> <PIC> Open the CPU socket load lever and load plate. <PIC> Align the CPU orientation markers/notches with the socket and gently place the CPU into the socket without forcing it. <PIC> Close the load plate and secure the load lever. <PIC> <PIC> After the CPU is installed, install the CPU heatsink and fan assembly as shown. <PIC> Connect the CPU fan cable to the CPU_FAN connector and make sure the cooling assembly is firmly seated before powering on the system. <PIC>"", [""Manual25_9"", ""Manual25_10"", ""Manual25_11"", ""Manual25_12"", ""Manual25_13"", ""Manual25_14"", ""Manual25_15"", ""Manual25_16"", ""Manual25_17""]"
383,"""System memory. The motherboard has four DIMM sockets organized as Channel A and Channel B; install memory according to the recommended configurations shown in the manual. <PIC> For one DIMM, use the recommended single-module slot; for two DIMMs, install a matched pair in the recommended dual-channel slots. <PIC> For four DIMMs, populate all DIMM sockets as illustrated. <PIC> Follow the DIMM installation/removal direction and latch orientation shown in the manual. <PIC> You may install different memory sizes in Channel A and Channel B; the lower-sized channel is mapped for dual-channel operation and the excess from the larger channel is mapped for single-channel operation. DIMM voltage below 1.65 V is recommended to protect the CPU. <PIC> Memory frequency defaults to the module SPD value; overclocking modules may run lower than rated speed until manually adjusted in Ai Tweaker. Install DIMMs with the same CAS Latency and preferably the same version/date code from the same vendor. <PIC> Use 4-DIMM/2-DIMM kits for full-DIMM configurations and use efficient memory cooling for full load or overclocking. <PIC> The remaining pages list compatible memory/module tables and references for supported speeds, sizes and vendors. <PIC> <PIC> <PIC> <PIC> <PIC> <PIC>"", [""Manual25_18"", ""Manual25_19"", ""Manual25_20"", ""Manual25_21"", ""Manual25_22"", ""Manual25_23"", ""Manual25_24"", ""Manual25_25"", ""Manual25_26"", ""Manual25_27"", ""Manual25_28"", ""Manual25_29"", ""Manual25_30""]"
384,"""The Serial port connector (10-1 pin COM) is for a serial COM port module. <PIC> Connect the serial port module cable to this motherboard connector, then install the COM module to a slot opening at the back of the system chassis. The COM module is purchased separately."", [""Manual25_39""]"
385,"""The TPM connector (14-1 pin TPM) supports a Trusted Platform Module system. <PIC> A TPM system can securely store keys, digital certificates, passwords, and data; it also helps enhance network security, protect digital identities, and ensure platform integrity."", [""Manual25_40""]"
386,"""The Thermal sensor connector (2-pin T_SENSOR) is for the thermistor cable that allows the motherboard to monitor the temperature of critical components and connected devices. <PIC> Connect the thermistor cable to the T_SENSOR header as shown, then use the motherboard monitoring or fan-control functions to read or respond to the measured temperature. Do not confuse this header with adjacent internal connectors such as front-panel audio."", [""Manual25_43""]"
387,"""For Quick Release (QR or QPR), use it when you need to stop cooking quickly and prevent overcooking, such as for quick-cooking vegetables or delicate seafood. <PIC> Press the quick release button down until it clicks and locks into the Vent position. <PIC> A jet of hot steam will eject through the top of the steam release valve; do not lean over the lid and keep hands, face, and exposed skin away from the steam release valve. <PIC> Do not use QR for fatty, oily, thick, or high-starch foods such as stews, chilis, pasta, congee, beans, or grains unless the recipe specifically instructs it. <PIC>"", [""multi-use_pressure_cooker_and_air_fryer_01"", ""multi-use_pressure_cooker_and_air_fryer_02"", ""Manual30_8"", ""Manual30_14""]"
388,"""Setting the pressure cooking lid. Align the symbol on the lid with the symbol on the cooker base, then lower the lid onto the track. <PIC> Turn the lid clockwise until it locks into place. <PIC> The pressure cooking lid is used for Pressure Cook, Sauté, Slow Cook, Steam and Sous Vide programs. <PIC> Before pressure cooking, make sure the steam release valve, steam release pipe, anti-block shield, float valve, silicone cap and sealing ring are clean, unclogged, correctly installed and not damaged. <PIC> To remove the lid after pressure has been released, turn it counterclockwise and lift it up and off toward your body. <PIC>"", [""Manual30_11"", ""Manual30_12"", ""Manual30_13"", ""multi-use_pressure_cooker_and_air_fryer_03"", ""multi-use_pressure_cooker_and_air_fryer_04""]"
389,"""Float Valve The float valve is a visual indication of whether there is pressure in the cooker (pressurized)or not(de pressurized). It appears in 2 positions: Pressurized The float valve has visibly popped up above the surface of the lid. <PIC> De pressurized The float valve has descended, and the top is flush with the lid. <PIC> The float valve and silicone cap work together to seal in pressurized steam. These parts must be installed before use. Do not attempt to operate the Multi-use pressure cooker and air fryer without the float valve properly installed. Do not touch the float valve during use. DANGER DO NOT attempt to remove the lid while the float valve is up and NEVER attempt to force the lid open.Contents are under extreme pressure.Float valve must be downbefore attempting toremove the lid.Failure to follow these instructions may result in serious personal injury and/or property damage <PIC>"", [""Manual30_17"", ""Manual30_18"", ""Manual30_37""]"
390,"""The anti-block shield is a pressure-control safety part on the underside of the pressure cooking lid. <PIC> It prevents food particles from coming up through the steam release pipe and helps regulate pressure. <PIC> It is integral to product safety and necessary for pressure cooking, so it must be clean and installed before use. Do not operate the pressure cooker without the anti-block shield installed."", [""Manual30_19"", ""Manual30_35""]"
391,"""Steam release valve. The steam release valve sits loosely on the steam release pipe; when the cooker releases pressure, steam ejects from the top of the valve. It is integral to product safety and necessary for pressure cooking. <PIC> WARNING: do not cover or block the steam release valve in any way. To remove it, pull the steam release valve up and off the steam release pipe; it must be installed before using the cooker. <PIC> To install it, place the steam release valve on the steam release pipe and press down firmly. <PIC> When installed properly, the valve sits loosely on the pipe but should remain in place when the lid is turned over. <PIC>"", [""Manual30_15"", ""Manual30_32"", ""Manual30_33"", ""Manual30_14""]"
392,"""To remove the anti-block shield for cleaning, grip the lid like a steering wheel and use your thumbs to press firmly against the side of the shield, pressing toward the side of the lid and upward until it pops off the prongs underneath. <PIC> To install it again, place the anti-block shield over the prongs and press down until it snaps into position. <PIC> Do not attempt to operate the pressure cooker without the anti-block shield installed."", [""Manual30_34"", ""Manual30_35""]"
393,"""To set the silicone cap and float valve, first remove them only for cleaning by holding the flat top of the float valve, turning the lid over, detaching the silicone cap from the underside, and removing the float valve from the top of the lid. <PIC> To install them, drop the narrow end of the float valve into the float valve hole on the top of the lid, hold the flat top with one finger, turn the lid over, and firmly attach the silicone cap to the bottom of the float valve. <PIC> Do not discard either part, and do not operate the cooker unless both are properly installed."", [""Manual30_36"", ""Manual30_37""]"
394,"""Condensation collector The condensation collectors its at the back of the cooker base and catches any overflow from the condensation rim. It should be installed before cooking, then emptied and rinsed out after each use. Remove the condensation collector Pull the condensation collector away from the cooker base; do not pull down. Note the tabs on the cooker base and the grooves on the condensation collector. Install the condensation collector Align the grooves on the condensation collector over the tabs on the back of the cooker base and slide the condensation collector into place. <PIC>"", [""Manual30_38""]"
395,"""Installing the sealing ring. The sealing ring creates an airtight seal between the pressure-cooking lid and the inner pot, and it must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time. Because silicone absorbs strong aromas and flavors, keep extra sealing rings if needed for different dishes. <PIC> CAUTION: use only authorized sealing rings, do not use a stretched or damaged sealing ring, and always check for cuts, deformation and correct installation before cooking. Sealing rings stretch over time and should be replaced every 12–18 months, or sooner if stretched, deformed or damaged. To install it, place the sealing ring over the sealing-ring rack and press it firmly into place to prevent puckering; when installed correctly, it sits snugly behind the rack and does not fall out when the lid is turned over. <PIC>"", [""Manual30_16"", ""Manual30_31""]"
396,"""To remove the silicone sealing ring, grip the edge of the silicone and pull the ring out from behind the circular stainless-steel sealing ring rack. <PIC> After removing it, inspect the steel rack to make sure it is secured, centered, and even in height all the way around the lid. Do not attempt to repair a deformed sealing ring rack. The sealing ring is easiest to remove and install when it is wet and soapy."", [""Manual30_30""]"
397,"""Sealing ring When the pressure cooking lid is closed. the sealing ring creates an air-tight seal between thelid and the inner pot. The sealing ring must be installed before using the cooker. Only one sealing ring should be installed in the lid at a time Tip:Silicone is porous, so it absorbs strong aromas and certain flavors. Keep extra sealing rings on hand to limit the transfer of aromas and flavors between dishes. <PIC> CAUTION Only use authorized Multi-use pressure cooker and air fryer sealing rings. DO NOT use a stretched or damaged sealing ring. · Always check for cuts, deformation and correct installation of the sealing ring before cooking. · Sealing rings stretch over time with normal use. The sealing ring should be replaced every 12-18 months or sooner if you notice stretching, deformation ordamage. Failure to follow these instructions may cause food to discharge, which may lead to personal injury or property damage. <PIC>"", [""Manual30_16"", ""Manual30_31""]"
398,"""Steam release valve The steam release valve sits loosely on the steam release pipe. When the cooker releases pressure, steam ejects from the top of the steam release valve The steam release valve is integral to product safety and necessary for pressure cooking. <PIC> A WARNING Do not cover or block the steam release valve in any way. Remove the steam release valve Pull the steam release valve up and off the steam release pipe. The steam release valve must be installed before using the cooker. <PIC> Install the steam release valve Place the steam release valve on the steam release pipe and press down firmly The steam release valves its loosely on the steam release pipe when installed properly but should remain in place when the lid is turned over. <PIC>"", [""Manual30_15"", ""Manual30_32"", ""Manual30_33""]"
399,"""The quick release button controls the steam release valve, which determines whether pressure is released. <PIC> In the Seal position, the button is up and the cooker can build pressure. <PIC> For Quick Release, press the button down until it clicks and locks into the Vent position; steam then ejects from the top of the steam release valve. <PIC> Keep clear of the steam and use the venting method required by the recipe."", [""Manual30_14"", ""multi-use_pressure_cooker_and_air_fryer_01"", ""multi-use_pressure_cooker_and_air_fryer_02""]"
400,"""Natural Release (NR or NPR) means pressure cooking stops gradually while the cooker cools and depressurizes naturally over time. <PIC> Do not press the quick release button. <PIC> The float valve will drop into the lid when pressure has fully released, and only after the float valve is down should you open the lid. Use NR for high-starch foods such as soups, stews, chilis, pasta, oatmeal, and congee, and for foods that expand during cooking such as beans and grains, because gradual pressure release helps prevent splatter and clogging."", [""Manual30_9"", ""Manual30_18""]"
401,"""Robot anatomy. From the top view, the vacuum includes the top cover/faceplate, CLEAN button and other control buttons, handle and bin-release/bin area. <PIC> The second top/anatomy view shows the related sensors and charging or docking-related areas. <PIC> From the bottom view, the vacuum includes the side brush, front caster wheel, charging contacts and cliff sensors. <PIC> The bottom cleaning assembly also includes the extractors/rollers, extractor frame and bin/filter area. <PIC>"", [""Manual32_0"", ""Manual32_1"", ""Manual32_2"", ""Manual32_3""]"
402,"""Primary cleaning modes. CLEAN mode is used for a normal cleaning cycle: wake the vacuum by pressing CLEAN once, then press CLEAN again to start, or start the job from the app home screen. <PIC> SPOT Cleaning mode is used for a localized area of debris: place the vacuum on top of the debris and start SPOT so it cleans that area more thoroughly. <PIC> The manual also notes that if the battery runs low before the cycle is complete, the vacuum returns to the Home Base to recharge and can resume cleaning where it left off. <PIC>"", [""Manual32_4"", ""Manual32_5"", ""Manual32_6""]"
403,"""To empty the vacuum cleaner's bin, first press the bin release button to remove the bin. <PIC> Then, open the bin door to empty the bin. <PIC> NOTE: If the full bin indicator comes on at any time during a cleaning job, you can always pause the cleaning job to empty the bin and then continue cleaning. If the full bin indicator is illuminated, but the bin does not appear to be full, refer to Cleaning the Full Bin Sensors."", [""Manual32_8"", ""Manual32_9""]"
404,"""To clean the vacuum cleaner filter, first remove the filter by grasping the yellow tab. <PIC> Then, shake off debris by tapping the filter against your trash container. <PIC> Important: The filter door will not close unless a filter is reinserted. Insert the filter with the yellow tab facing up."", [""Manual32_10"", ""Manual32_11""]"
405,"""Cleaning full bin sensors. Remove the bin and empty it first. <PIC> Wipe the full bin sensor areas with a clean, dry cloth; do not leave dust or debris on the sensor windows. <PIC> Reinstall the bin only after the sensor windows are clear. <PIC>"", [""Manual32_12"", ""Manual32_13"", ""Manual32_14""]"
406,"""CLEANING THE EXTRACTORS 1. Pinch the yellow extractor frame release tabs, lift up the extractor frame and remove any obstructions. (SeeFigure 15) <PIC> 2. Remove the extractors and remove the yellow extractor caps. Remove any hair or debris that has collected underneath the caps and around the metal axles. Reinstall the extractor caps. (See Figure 16) <PIC> 3. Remove hair and debris from the square and hexagonal plastic pegsonthe other side of the extractors. (See Figure 17) <PIC> 4. Clear the vacuum path. (See Figure 18) <PIC> 5. Reinstall the extractors. Match the color and shape of the extractor pegs with the color and shape of the extractor icons on the cleaning head module"", [""Manual32_19"", ""Manual32_20"", ""Manual32_21"", ""Manual32_22""]"
